layout_id,store_id,aisle_id,aisle_name,shelf_id,slot_id,capacity_units,assigned_sku_id,facing_count
LAYOUT_0000997,STORE_004,AISLE_00997,Aisle 00997,SHELF_00997,SLOT_00997,41,SKU_0493,2
LAYOUT_0000998,STORE_004,AISLE_00998,Aisle 00998,SHELF_00998,SLOT_00998,13,SKU_0282,1
LAYOUT_0000999,STORE_004,AISLE_00999,Aisle 00999,SHELF_00999,SLOT_00999,12,SKU_0543,1
LAYOUT_0001000,STORE_004,AISLE_01000,Aisle 01000,SHELF_01000,SLOT_01000,9,SKU_0526,3
LAYOUT_0001001,STORE_004,AISLE_01001,Aisle 01001,SHELF_01001,SLOT_01001,13,SKU_0012,3
LAYOUT_0001002,STORE_004,AISLE_01002,Aisle 01002,SHELF_01002,SLOT_01002,46,SKU_0565,3
LAYOUT_0001003,STORE_004,AISLE_01003,Aisle 01003,SHELF_01003,SLOT_01003,25,SKU_0376,3
LAYOUT_0001004,STORE_004,AISLE_01004,Aisle 01004,SHELF_01004,SLOT_01004,31,SKU_0244,3
LAYOUT_0001005,STORE_004,AISLE_01005,Aisle 01005,SHELF_01005,SLOT_01005,37,SKU_0112,2
LAYOUT_0001006,STORE_004,AISLE_01006,Aisle 01006,SHELF_01006,SLOT_01006,30,SKU_0485,2
LAYOUT_0001007,STORE_004,AISLE_01007,Aisle 01007,SHELF_01007,SLOT_01007,22,SKU_0311,3
LAYOUT_0001008,STORE_004,AISLE_01008,Aisle 01008,SHELF_01008,SLOT_01008,13,SKU_0116,4
LAYOUT_0001009,STORE_004,AISLE_01009,Aisle 01009,SHELF_01009,SLOT_01009,36,SKU_0289,1
LAYOUT_0001010,STORE_004,AISLE_01010,Aisle 01010,SHELF_01010,SLOT_01010,31,SKU_0098,3
LAYOUT_0001011,STORE_004,AISLE_01011,Aisle 01011,SHELF_01011,SLOT_01011,45,SKU_0224,2
LAYOUT_0001012,STORE_004,AISLE_01012,Aisle 01012,SHELF_01012,SLOT_01012,7,SKU_0118,3
LAYOUT_0001013,STORE_004,AISLE_01013,Aisle 01013,SHELF_01013,SLOT_01013,9,SKU_0232,1
LAYOUT_0001014,STORE_004,AISLE_01014,Aisle 01014,SHELF_01014,SLOT_01014,41,SKU_0385,4
LAYOUT_0001015,STORE_004,AISLE_01015,Aisle 01015,SHELF_01015,SLOT_01015,32,SKU_0413,4
LAYOUT_0001016,STORE_004,AISLE_01016,Aisle 01016,SHELF_01016,SLOT_01016,40,SKU_0232,3
LAYOUT_0001017,STORE_004,AISLE_01017,Aisle 01017,SHELF_01017,SLOT_01017,40,SKU_0532,4
LAYOUT_0001018,STORE_004,AISLE_01018,Aisle 01018,SHELF_01018,SLOT_01018,28,SKU_0170,2
LAYOUT_0001019,STORE_004,AISLE_01019,Aisle 01019,SHELF_01019,SLOT_01019,23,SKU_0442,4
LAYOUT_0001020,STORE_004,AISLE_01020,Aisle 01020,SHELF_01020,SLOT_01020,22,SKU_0279,1
LAYOUT_0001021,STORE_004,AISLE_01021,Aisle 01021,SHELF_01021,SLOT_01021,10,SKU_0177,1
LAYOUT_0001022,STORE_004,AISLE_01022,Aisle 01022,SHELF_01022,SLOT_01022,23,SKU_0075,4
LAYOUT_0001023,STORE_004,AISLE_01023,Aisle 01023,SHELF_01023,SLOT_01023,30,SKU_0569,1
LAYOUT_0001024,STORE_004,AISLE_01024,Aisle 01024,SHELF_01024,SLOT_01024,11,SKU_0365,2
LAYOUT_0001025,STORE_004,AISLE_01025,Aisle 01025,SHELF_01025,SLOT_01025,8,SKU_0473,4
LAYOUT_0001026,STORE_004,AISLE_01026,Aisle 01026,SHELF_01026,SLOT_01026,14,SKU_0554,1
LAYOUT_0001027,STORE_004,AISLE_01027,Aisle 01027,SHELF_01027,SLOT_01027,6,SKU_0538,3
LAYOUT_0001028,STORE_004,AISLE_01028,Aisle 01028,SHELF_01028,SLOT_01028,29,SKU_0486,2
LAYOUT_0001029,STORE_004,AISLE_01029,Aisle 01029,SHELF_01029,SLOT_01029,25,SKU_0115,4
LAYOUT_0001030,STORE_004,AISLE_01030,Aisle 01030,SHELF_01030,SLOT_01030,7,SKU_0290,2
LAYOUT_0001031,STORE_004,AISLE_01031,Aisle 01031,SHELF_01031,SLOT_01031,8,SKU_0026,3
LAYOUT_0001032,STORE_004,AISLE_01032,Aisle 01032,SHELF_01032,SLOT_01032,47,SKU_0011,4
LAYOUT_0001033,STORE_004,AISLE_01033,Aisle 01033,SHELF_01033,SLOT_01033,7,SKU_0181,1
LAYOUT_0001034,STORE_004,AISLE_01034,Aisle 01034,SHELF_01034,SLOT_01034,23,SKU_0127,1
LAYOUT_0001035,STORE_004,AISLE_01035,Aisle 01035,SHELF_01035,SLOT_01035,25,SKU_0447,2
LAYOUT_0001036,STORE_004,AISLE_01036,Aisle 01036,SHELF_01036,SLOT_01036,28,SKU_0445,1
LAYOUT_0001037,STORE_004,AISLE_01037,Aisle 01037,SHELF_01037,SLOT_01037,17,SKU_0114,4
LAYOUT_0001038,STORE_004,AISLE_01038,Aisle 01038,SHELF_01038,SLOT_01038,24,SKU_0202,2
LAYOUT_0001039,STORE_004,AISLE_01039,Aisle 01039,SHELF_01039,SLOT_01039,6,SKU_0047,1
LAYOUT_0001040,STORE_004,AISLE_01040,Aisle 01040,SHELF_01040,SLOT_01040,25,SKU_0010,1
LAYOUT_0001041,STORE_004,AISLE_01041,Aisle 01041,SHELF_01041,SLOT_01041,13,SKU_0275,1
LAYOUT_0001042,STORE_004,AISLE_01042,Aisle 01042,SHELF_01042,SLOT_01042,32,SKU_0375,1
LAYOUT_0001043,STORE_004,AISLE_01043,Aisle 01043,SHELF_01043,SLOT_01043,27,SKU_0200,3
LAYOUT_0001044,STORE_004,AISLE_01044,Aisle 01044,SHELF_01044,SLOT_01044,23,SKU_0020,4
LAYOUT_0001045,STORE_004,AISLE_01045,Aisle 01045,SHELF_01045,SLOT_01045,35,SKU_0093,4
LAYOUT_0001046,STORE_004,AISLE_01046,Aisle 01046,SHELF_01046,SLOT_01046,35,SKU_0201,2
LAYOUT_0001047,STORE_004,AISLE_01047,Aisle 01047,SHELF_01047,SLOT_01047,31,SKU_0372,3
LAYOUT_0001048,STORE_004,AISLE_01048,Aisle 01048,SHELF_01048,SLOT_01048,23,SKU_0050,3
LAYOUT_0001049,STORE_004,AISLE_01049,Aisle 01049,SHELF_01049,SLOT_01049,44,SKU_0144,4
LAYOUT_0001050,STORE_004,AISLE_01050,Aisle 01050,SHELF_01050,SLOT_01050,31,SKU_0255,1
LAYOUT_0001051,STORE_004,AISLE_01051,Aisle 01051,SHELF_01051,SLOT_01051,16,SKU_0216,4
LAYOUT_0001052,STORE_004,AISLE_01052,Aisle 01052,SHELF_01052,SLOT_01052,10,SKU_0048,3
LAYOUT_0001053,STORE_004,AISLE_01053,Aisle 01053,SHELF_01053,SLOT_01053,37,SKU_0349,4
LAYOUT_0001054,STORE_004,AISLE_01054,Aisle 01054,SHELF_01054,SLOT_01054,8,SKU_0560,2
LAYOUT_0001055,STORE_004,AISLE_01055,Aisle 01055,SHELF_01055,SLOT_01055,33,SKU_0055,2
LAYOUT_0001056,STORE_004,AISLE_01056,Aisle 01056,SHELF_01056,SLOT_01056,14,SKU_0099,4
LAYOUT_0001057,STORE_004,AISLE_01057,Aisle 01057,SHELF_01057,SLOT_01057,36,SKU_0340,2
LAYOUT_0001058,STORE_004,AISLE_01058,Aisle 01058,SHELF_01058,SLOT_01058,8,SKU_0242,4
LAYOUT_0001059,STORE_004,AISLE_01059,Aisle 01059,SHELF_01059,SLOT_01059,36,SKU_0388,3
LAYOUT_0001060,STORE_004,AISLE_01060,Aisle 01060,SHELF_01060,SLOT_01060,14,SKU_0229,4
LAYOUT_0001061,STORE_004,AISLE_01061,Aisle 01061,SHELF_01061,SLOT_01061,45,SKU_0488,3
LAYOUT_0001062,STORE_004,AISLE_01062,Aisle 01062,SHELF_01062,SLOT_01062,42,SKU_0131,1
LAYOUT_0001063,STORE_004,AISLE_01063,Aisle 01063,SHELF_01063,SLOT_01063,42,SKU_0222,2
LAYOUT_0001064,STORE_004,AISLE_01064,Aisle 01064,SHELF_01064,SLOT_01064,27,SKU_0355,2
LAYOUT_0001065,STORE_004,AISLE_01065,Aisle 01065,SHELF_01065,SLOT_01065,42,SKU_0223,4
LAYOUT_0001066,STORE_004,AISLE_01066,Aisle 01066,SHELF_01066,SLOT_01066,20,SKU_0315,1
LAYOUT_0001067,STORE_004,AISLE_01067,Aisle 01067,SHELF_01067,SLOT_01067,47,SKU_0268,4
LAYOUT_0001068,STORE_004,AISLE_01068,Aisle 01068,SHELF_01068,SLOT_01068,30,SKU_0089,2
LAYOUT_0001069,STORE_004,AISLE_01069,Aisle 01069,SHELF_01069,SLOT_01069,32,SKU_0538,2
LAYOUT_0001070,STORE_004,AISLE_01070,Aisle 01070,SHELF_01070,SLOT_01070,31,SKU_0349,2
LAYOUT_0001071,STORE_004,AISLE_01071,Aisle 01071,SHELF_01071,SLOT_01071,13,SKU_0325,1
LAYOUT_0001072,STORE_004,AISLE_01072,Aisle 01072,SHELF_01072,SLOT_01072,25,SKU_0276,2
LAYOUT_0001073,STORE_004,AISLE_01073,Aisle 01073,SHELF_01073,SLOT_01073,7,SKU_0224,3
LAYOUT_0001074,STORE_004,AISLE_01074,Aisle 01074,SHELF_01074,SLOT_01074,27,SKU_0543,2
LAYOUT_0001075,STORE_004,AISLE_01075,Aisle 01075,SHELF_01075,SLOT_01075,19,SKU_0538,1
LAYOUT_0001076,STORE_004,AISLE_01076,Aisle 01076,SHELF_01076,SLOT_01076,44,SKU_0168,3
LAYOUT_0001077,STORE_004,AISLE_01077,Aisle 01077,SHELF_01077,SLOT_01077,47,SKU_0139,1
LAYOUT_0001078,STORE_004,AISLE_01078,Aisle 01078,SHELF_01078,SLOT_01078,28,SKU_0167,3
LAYOUT_0001079,STORE_004,AISLE_01079,Aisle 01079,SHELF_01079,SLOT_01079,20,SKU_0444,3
LAYOUT_0001080,STORE_004,AISLE_01080,Aisle 01080,SHELF_01080,SLOT_01080,7,SKU_0354,2
LAYOUT_0001081,STORE_004,AISLE_01081,Aisle 01081,SHELF_01081,SLOT_01081,32,SKU_0468,2
LAYOUT_0001082,STORE_004,AISLE_01082,Aisle 01082,SHELF_01082,SLOT_01082,25,SKU_0214,1
LAYOUT_0001083,STORE_004,AISLE_01083,Aisle 01083,SHELF_01083,SLOT_01083,37,SKU_0461,2
LAYOUT_0001084,STORE_004,AISLE_01084,Aisle 01084,SHELF_01084,SLOT_01084,34,SKU_0175,4
LAYOUT_0001085,STORE_004,AISLE_01085,Aisle 01085,SHELF_01085,SLOT_01085,34,SKU_0327,2
LAYOUT_0001086,STORE_004,AISLE_01086,Aisle 01086,SHELF_01086,SLOT_01086,41,SKU_0160,1
LAYOUT_0001087,STORE_004,AISLE_01087,Aisle 01087,SHELF_01087,SLOT_01087,46,SKU_0018,1
LAYOUT_0001088,STORE_004,AISLE_01088,Aisle 01088,SHELF_01088,SLOT_01088,33,SKU_0139,2
LAYOUT_0001089,STORE_004,AISLE_01089,Aisle 01089,SHELF_01089,SLOT_01089,35,SKU_0185,3
LAYOUT_0001090,STORE_004,AISLE_01090,Aisle 01090,SHELF_01090,SLOT_01090,40,SKU_0436,2
LAYOUT_0001091,STORE_004,AISLE_01091,Aisle 01091,SHELF_01091,SLOT_01091,16,SKU_0517,4
LAYOUT_0001092,STORE_004,AISLE_01092,Aisle 01092,SHELF_01092,SLOT_01092,41,SKU_0137,2
LAYOUT_0001093,STORE_004,AISLE_01093,Aisle 01093,SHELF_01093,SLOT_01093,33,SKU_0551,2
LAYOUT_0001094,STORE_004,AISLE_01094,Aisle 01094,SHELF_01094,SLOT_01094,6,SKU_0345,4
LAYOUT_0001095,STORE_004,AISLE_01095,Aisle 01095,SHELF_01095,SLOT_01095,8,SKU_0460,1
LAYOUT_0001096,STORE_004,AISLE_01096,Aisle 01096,SHELF_01096,SLOT_01096,13,SKU_0501,3
LAYOUT_0001097,STORE_004,AISLE_01097,Aisle 01097,SHELF_01097,SLOT_01097,45,SKU_0051,4
LAYOUT_0001098,STORE_004,AISLE_01098,Aisle 01098,SHELF_01098,SLOT_01098,26,SKU_0564,3
LAYOUT_0001099,STORE_004,AISLE_01099,Aisle 01099,SHELF_01099,SLOT_01099,17,SKU_0366,3
LAYOUT_0001100,STORE_004,AISLE_01100,Aisle 01100,SHELF_01100,SLOT_01100,21,SKU_0073,2
LAYOUT_0001101,STORE_004,AISLE_01101,Aisle 01101,SHELF_01101,SLOT_01101,16,SKU_0466,4
LAYOUT_0001102,STORE_004,AISLE_01102,Aisle 01102,SHELF_01102,SLOT_01102,34,SKU_0470,2
LAYOUT_0001103,STORE_004,AISLE_01103,Aisle 01103,SHELF_01103,SLOT_01103,47,SKU_0200,3
LAYOUT_0001104,STORE_004,AISLE_01104,Aisle 01104,SHELF_01104,SLOT_01104,23,SKU_0525,3
LAYOUT_0001105,STORE_004,AISLE_01105,Aisle 01105,SHELF_01105,SLOT_01105,10,SKU_0362,4
LAYOUT_0001106,STORE_004,AISLE_01106,Aisle 01106,SHELF_01106,SLOT_01106,21,SKU_0470,4
LAYOUT_0001107,STORE_004,AISLE_01107,Aisle 01107,SHELF_01107,SLOT_01107,40,SKU_0349,1
LAYOUT_0001108,STORE_004,AISLE_01108,Aisle 01108,SHELF_01108,SLOT_01108,30,SKU_0237,3
LAYOUT_0001109,STORE_004,AISLE_01109,Aisle 01109,SHELF_01109,SLOT_01109,35,SKU_0207,1
LAYOUT_0001110,STORE_004,AISLE_01110,Aisle 01110,SHELF_01110,SLOT_01110,12,SKU_0395,2
LAYOUT_0001111,STORE_004,AISLE_01111,Aisle 01111,SHELF_01111,SLOT_01111,11,SKU_0516,4
LAYOUT_0001112,STORE_004,AISLE_01112,Aisle 01112,SHELF_01112,SLOT_01112,12,SKU_0403,4
LAYOUT_0001113,STORE_004,AISLE_01113,Aisle 01113,SHELF_01113,SLOT_01113,13,SKU_0054,4
LAYOUT_0001114,STORE_004,AISLE_01114,Aisle 01114,SHELF_01114,SLOT_01114,10,SKU_0220,3
LAYOUT_0001115,STORE_004,AISLE_01115,Aisle 01115,SHELF_01115,SLOT_01115,32,SKU_0336,2
LAYOUT_0001116,STORE_004,AISLE_01116,Aisle 01116,SHELF_01116,SLOT_01116,6,SKU_0297,2
LAYOUT_0001117,STORE_004,AISLE_01117,Aisle 01117,SHELF_01117,SLOT_01117,33,SKU_0181,3
LAYOUT_0001118,STORE_004,AISLE_01118,Aisle 01118,SHELF_01118,SLOT_01118,45,SKU_0023,2
LAYOUT_0001119,STORE_004,AISLE_01119,Aisle 01119,SHELF_01119,SLOT_01119,13,SKU_0458,2
LAYOUT_0001120,STORE_004,AISLE_01120,Aisle 01120,SHELF_01120,SLOT_01120,31,SKU_0144,1
LAYOUT_0001121,STORE_004,AISLE_01121,Aisle 01121,SHELF_01121,SLOT_01121,42,SKU_0171,3
LAYOUT_0001122,STORE_004,AISLE_01122,Aisle 01122,SHELF_01122,SLOT_01122,25,SKU_0241,4
LAYOUT_0001123,STORE_004,AISLE_01123,Aisle 01123,SHELF_01123,SLOT_01123,26,SKU_0523,1
LAYOUT_0001124,STORE_004,AISLE_01124,Aisle 01124,SHELF_01124,SLOT_01124,11,SKU_0382,4
LAYOUT_0001125,STORE_004,AISLE_01125,Aisle 01125,SHELF_01125,SLOT_01125,44,SKU_0044,2
LAYOUT_0001126,STORE_004,AISLE_01126,Aisle 01126,SHELF_01126,SLOT_01126,40,SKU_0060,1
LAYOUT_0001127,STORE_004,AISLE_01127,Aisle 01127,SHELF_01127,SLOT_01127,18,SKU_0496,3
LAYOUT_0001128,STORE_004,AISLE_01128,Aisle 01128,SHELF_01128,SLOT_01128,37,SKU_0322,3
LAYOUT_0001129,STORE_004,AISLE_01129,Aisle 01129,SHELF_01129,SLOT_01129,38,SKU_0008,4
LAYOUT_0001130,STORE_004,AISLE_01130,Aisle 01130,SHELF_01130,SLOT_01130,24,SKU_0332,4
LAYOUT_0001131,STORE_004,AISLE_01131,Aisle 01131,SHELF_01131,SLOT_01131,40,SKU_0423,4
LAYOUT_0001132,STORE_004,AISLE_01132,Aisle 01132,SHELF_01132,SLOT_01132,8,SKU_0295,2
LAYOUT_0001133,STORE_004,AISLE_01133,Aisle 01133,SHELF_01133,SLOT_01133,14,SKU_0208,3
LAYOUT_0001134,STORE_004,AISLE_01134,Aisle 01134,SHELF_01134,SLOT_01134,23,SKU_0168,4
LAYOUT_0001135,STORE_004,AISLE_01135,Aisle 01135,SHELF_01135,SLOT_01135,42,SKU_0124,4
LAYOUT_0001136,STORE_004,AISLE_01136,Aisle 01136,SHELF_01136,SLOT_01136,35,SKU_0373,2
LAYOUT_0001137,STORE_004,AISLE_01137,Aisle 01137,SHELF_01137,SLOT_01137,36,SKU_0495,1
LAYOUT_0001138,STORE_004,AISLE_01138,Aisle 01138,SHELF_01138,SLOT_01138,35,SKU_0386,2
LAYOUT_0001139,STORE_004,AISLE_01139,Aisle 01139,SHELF_01139,SLOT_01139,27,SKU_0544,4
LAYOUT_0001140,STORE_004,AISLE_01140,Aisle 01140,SHELF_01140,SLOT_01140,30,SKU_0127,3
LAYOUT_0001141,STORE_004,AISLE_01141,Aisle 01141,SHELF_01141,SLOT_01141,27,SKU_0528,2
LAYOUT_0001142,STORE_004,AISLE_01142,Aisle 01142,SHELF_01142,SLOT_01142,32,SKU_0339,4
LAYOUT_0001143,STORE_004,AISLE_01143,Aisle 01143,SHELF_01143,SLOT_01143,29,SKU_0515,2
LAYOUT_0001144,STORE_004,AISLE_01144,Aisle 01144,SHELF_01144,SLOT_01144,18,SKU_0461,2
LAYOUT_0001145,STORE_004,AISLE_01145,Aisle 01145,SHELF_01145,SLOT_01145,41,SKU_0243,4
LAYOUT_0001146,STORE_004,AISLE_01146,Aisle 01146,SHELF_01146,SLOT_01146,15,SKU_0333,1
LAYOUT_0001147,STORE_004,AISLE_01147,Aisle 01147,SHELF_01147,SLOT_01147,20,SKU_0468,2
LAYOUT_0001148,STORE_004,AISLE_01148,Aisle 01148,SHELF_01148,SLOT_01148,7,SKU_0199,2
LAYOUT_0001149,STORE_004,AISLE_01149,Aisle 01149,SHELF_01149,SLOT_01149,44,SKU_0175,2
LAYOUT_0001150,STORE_004,AISLE_01150,Aisle 01150,SHELF_01150,SLOT_01150,13,SKU_0055,3
LAYOUT_0001151,STORE_004,AISLE_01151,Aisle 01151,SHELF_01151,SLOT_01151,25,SKU_0422,3
LAYOUT_0001152,STORE_004,AISLE_01152,Aisle 01152,SHELF_01152,SLOT_01152,27,SKU_0073,1
LAYOUT_0001153,STORE_004,AISLE_01153,Aisle 01153,SHELF_01153,SLOT_01153,45,SKU_0168,2
LAYOUT_0001154,STORE_004,AISLE_01154,Aisle 01154,SHELF_01154,SLOT_01154,8,SKU_0429,4
LAYOUT_0001155,STORE_004,AISLE_01155,Aisle 01155,SHELF_01155,SLOT_01155,10,SKU_0386,4
LAYOUT_0001156,STORE_004,AISLE_01156,Aisle 01156,SHELF_01156,SLOT_01156,41,SKU_0383,1
LAYOUT_0001157,STORE_004,AISLE_01157,Aisle 01157,SHELF_01157,SLOT_01157,42,SKU_0319,4
LAYOUT_0001158,STORE_004,AISLE_01158,Aisle 01158,SHELF_01158,SLOT_01158,28,SKU_0299,3
LAYOUT_0001159,STORE_004,AISLE_01159,Aisle 01159,SHELF_01159,SLOT_01159,29,SKU_0012,4
LAYOUT_0001160,STORE_004,AISLE_01160,Aisle 01160,SHELF_01160,SLOT_01160,41,SKU_0536,4
LAYOUT_0001161,STORE_004,AISLE_01161,Aisle 01161,SHELF_01161,SLOT_01161,23,SKU_0088,4
LAYOUT_0001162,STORE_004,AISLE_01162,Aisle 01162,SHELF_01162,SLOT_01162,6,SKU_0250,3
LAYOUT_0001163,STORE_004,AISLE_01163,Aisle 01163,SHELF_01163,SLOT_01163,21,SKU_0103,1
LAYOUT_0001164,STORE_004,AISLE_01164,Aisle 01164,SHELF_01164,SLOT_01164,39,SKU_0572,3
LAYOUT_0001165,STORE_004,AISLE_01165,Aisle 01165,SHELF_01165,SLOT_01165,30,SKU_0521,3
LAYOUT_0001166,STORE_004,AISLE_01166,Aisle 01166,SHELF_01166,SLOT_01166,22,SKU_0184,3
LAYOUT_0001167,STORE_004,AISLE_01167,Aisle 01167,SHELF_01167,SLOT_01167,36,SKU_0394,3
LAYOUT_0001168,STORE_004,AISLE_01168,Aisle 01168,SHELF_01168,SLOT_01168,24,SKU_0141,2
LAYOUT_0001169,STORE_004,AISLE_01169,Aisle 01169,SHELF_01169,SLOT_01169,19,SKU_0453,3
LAYOUT_0001170,STORE_004,AISLE_01170,Aisle 01170,SHELF_01170,SLOT_01170,27,SKU_0297,1
LAYOUT_0001171,STORE_004,AISLE_01171,Aisle 01171,SHELF_01171,SLOT_01171,34,SKU_0470,1
LAYOUT_0001172,STORE_004,AISLE_01172,Aisle 01172,SHELF_01172,SLOT_01172,17,SKU_0488,1
LAYOUT_0001173,STORE_004,AISLE_01173,Aisle 01173,SHELF_01173,SLOT_01173,6,SKU_0321,3
LAYOUT_0001174,STORE_004,AISLE_01174,Aisle 01174,SHELF_01174,SLOT_01174,38,SKU_0454,3
LAYOUT_0001175,STORE_004,AISLE_01175,Aisle 01175,SHELF_01175,SLOT_01175,30,SKU_0312,4
LAYOUT_0001176,STORE_004,AISLE_01176,Aisle 01176,SHELF_01176,SLOT_01176,42,SKU_0126,2
LAYOUT_0001177,STORE_004,AISLE_01177,Aisle 01177,SHELF_01177,SLOT_01177,24,SKU_0271,4
LAYOUT_0001178,STORE_004,AISLE_01178,Aisle 01178,SHELF_01178,SLOT_01178,21,SKU_0243,4
LAYOUT_0001179,STORE_004,AISLE_01179,Aisle 01179,SHELF_01179,SLOT_01179,44,SKU_0448,3
LAYOUT_0001180,STORE_004,AISLE_01180,Aisle 01180,SHELF_01180,SLOT_01180,34,SKU_0486,1
LAYOUT_0001181,STORE_004,AISLE_01181,Aisle 01181,SHELF_01181,SLOT_01181,36,SKU_0543,4
LAYOUT_0001182,STORE_004,AISLE_01182,Aisle 01182,SHELF_01182,SLOT_01182,36,SKU_0165,4
LAYOUT_0001183,STORE_004,AISLE_01183,Aisle 01183,SHELF_01183,SLOT_01183,7,SKU_0208,4
LAYOUT_0001184,STORE_004,AISLE_01184,Aisle 01184,SHELF_01184,SLOT_01184,31,SKU_0232,4
LAYOUT_0001185,STORE_004,AISLE_01185,Aisle 01185,SHELF_01185,SLOT_01185,31,SKU_0508,2
LAYOUT_0001186,STORE_004,AISLE_01186,Aisle 01186,SHELF_01186,SLOT_01186,28,SKU_0080,3
LAYOUT_0001187,STORE_004,AISLE_01187,Aisle 01187,SHELF_01187,SLOT_01187,35,SKU_0484,1
LAYOUT_0001188,STORE_004,AISLE_01188,Aisle 01188,SHELF_01188,SLOT_01188,28,SKU_0401,2
LAYOUT_0001189,STORE_004,AISLE_01189,Aisle 01189,SHELF_01189,SLOT_01189,7,SKU_0042,3
LAYOUT_0001190,STORE_004,AISLE_01190,Aisle 01190,SHELF_01190,SLOT_01190,30,SKU_0173,4
LAYOUT_0001191,STORE_004,AISLE_01191,Aisle 01191,SHELF_01191,SLOT_01191,43,SKU_0400,1
LAYOUT_0001192,STORE_004,AISLE_01192,Aisle 01192,SHELF_01192,SLOT_01192,13,SKU_0253,3
LAYOUT_0001193,STORE_004,AISLE_01193,Aisle 01193,SHELF_01193,SLOT_01193,40,SKU_0060,3
LAYOUT_0001194,STORE_004,AISLE_01194,Aisle 01194,SHELF_01194,SLOT_01194,41,SKU_0341,3
LAYOUT_0001195,STORE_004,AISLE_01195,Aisle 01195,SHELF_01195,SLOT_01195,26,SKU_0229,2
LAYOUT_0001196,STORE_004,AISLE_01196,Aisle 01196,SHELF_01196,SLOT_01196,22,SKU_0186,4
LAYOUT_0001197,STORE_004,AISLE_01197,Aisle 01197,SHELF_01197,SLOT_01197,44,SKU_0416,4
LAYOUT_0001198,STORE_004,AISLE_01198,Aisle 01198,SHELF_01198,SLOT_01198,32,SKU_0212,4
LAYOUT_0001199,STORE_004,AISLE_01199,Aisle 01199,SHELF_01199,SLOT_01199,37,SKU_0383,3
LAYOUT_0001200,STORE_004,AISLE_01200,Aisle 01200,SHELF_01200,SLOT_01200,19,SKU_0383,4
LAYOUT_0001201,STORE_004,AISLE_01201,Aisle 01201,SHELF_01201,SLOT_01201,34,SKU_0432,2
LAYOUT_0001202,STORE_004,AISLE_01202,Aisle 01202,SHELF_01202,SLOT_01202,15,SKU_0232,2
LAYOUT_0001203,STORE_004,AISLE_01203,Aisle 01203,SHELF_01203,SLOT_01203,7,SKU_0474,2
LAYOUT_0001204,STORE_004,AISLE_01204,Aisle 01204,SHELF_01204,SLOT_01204,15,SKU_0493,2
LAYOUT_0001205,STORE_004,AISLE_01205,Aisle 01205,SHELF_01205,SLOT_01205,46,SKU_0502,3
LAYOUT_0001206,STORE_004,AISLE_01206,Aisle 01206,SHELF_01206,SLOT_01206,46,SKU_0131,1
LAYOUT_0001207,STORE_004,AISLE_01207,Aisle 01207,SHELF_01207,SLOT_01207,14,SKU_0133,1
LAYOUT_0001208,STORE_004,AISLE_01208,Aisle 01208,SHELF_01208,SLOT_01208,25,SKU_0001,1
LAYOUT_0001209,STORE_004,AISLE_01209,Aisle 01209,SHELF_01209,SLOT_01209,9,SKU_0374,3
LAYOUT_0001210,STORE_004,AISLE_01210,Aisle 01210,SHELF_01210,SLOT_01210,34,SKU_0129,4
LAYOUT_0001211,STORE_004,AISLE_01211,Aisle 01211,SHELF_01211,SLOT_01211,17,SKU_0034,3
LAYOUT_0001212,STORE_004,AISLE_01212,Aisle 01212,SHELF_01212,SLOT_01212,11,SKU_0132,3
LAYOUT_0001213,STORE_004,AISLE_01213,Aisle 01213,SHELF_01213,SLOT_01213,42,SKU_0157,1
LAYOUT_0001214,STORE_004,AISLE_01214,Aisle 01214,SHELF_01214,SLOT_01214,32,SKU_0225,4
LAYOUT_0001215,STORE_004,AISLE_01215,Aisle 01215,SHELF_01215,SLOT_01215,35,SKU_0507,3
LAYOUT_0001216,STORE_004,AISLE_01216,Aisle 01216,SHELF_01216,SLOT_01216,40,SKU_0358,2
LAYOUT_0001217,STORE_004,AISLE_01217,Aisle 01217,SHELF_01217,SLOT_01217,47,SKU_0068,1
LAYOUT_0001218,STORE_004,AISLE_01218,Aisle 01218,SHELF_01218,SLOT_01218,16,SKU_0155,1
LAYOUT_0001219,STORE_004,AISLE_01219,Aisle 01219,SHELF_01219,SLOT_01219,38,SKU_0218,1
LAYOUT_0001220,STORE_004,AISLE_01220,Aisle 01220,SHELF_01220,SLOT_01220,16,SKU_0403,1
LAYOUT_0001221,STORE_004,AISLE_01221,Aisle 01221,SHELF_01221,SLOT_01221,26,SKU_0034,1
LAYOUT_0001222,STORE_004,AISLE_01222,Aisle 01222,SHELF_01222,SLOT_01222,26,SKU_0419,2
LAYOUT_0001223,STORE_004,AISLE_01223,Aisle 01223,SHELF_01223,SLOT_01223,38,SKU_0463,2
LAYOUT_0001224,STORE_004,AISLE_01224,Aisle 01224,SHELF_01224,SLOT_01224,10,SKU_0386,2
LAYOUT_0001225,STORE_004,AISLE_01225,Aisle 01225,SHELF_01225,SLOT_01225,26,SKU_0413,4
LAYOUT_0001226,STORE_004,AISLE_01226,Aisle 01226,SHELF_01226,SLOT_01226,22,SKU_0384,4
LAYOUT_0001227,STORE_004,AISLE_01227,Aisle 01227,SHELF_01227,SLOT_01227,37,SKU_0313,3
LAYOUT_0001228,STORE_004,AISLE_01228,Aisle 01228,SHELF_01228,SLOT_01228,31,SKU_0128,1
