stockout_id,store_id,sku_id,stockout_date,restock_date,duration_days,estimated_lost_units,estimated_lost_revenue,root_cause
SO_0004189,STORE_006,SKU_0071,2024-08-20,2024-08-22,2,5,104.2,Shrinkage
SO_0004466,STORE_006,SKU_0101,2024-08-20,2024-08-29,9,166,956.16,Manual error
SO_0006026,STORE_007,SKU_0468,2024-08-20,2024-08-26,6,169,6956.04,Forecast miss
SO_0006372,STORE_008,SKU_0146,2024-08-20,2024-08-21,1,5,110.1,Manual error
SO_0000071,STORE_001,SKU_0107,2024-08-21,2024-08-24,3,53,2618.2,Demand spike
SO_0001049,STORE_002,SKU_0021,2024-08-21,2024-08-23,2,6,55.56,Demand spike
SO_0001266,STORE_002,SKU_0063,2024-08-21,2024-08-29,8,170,8386.1,Supplier delay
SO_0001746,STORE_002,SKU_0375,2024-08-21,2024-08-23,2,38,1601.7,Demand spike
SO_0001972,STORE_002,SKU_0564,2024-08-21,2024-08-22,1,0,0.0,Supplier delay
SO_0002192,STORE_003,SKU_0181,2024-08-21,2024-09-01,11,302,4517.92,Forecast miss
SO_0002368,STORE_003,SKU_0241,2024-08-21,2024-08-31,10,188,6751.08,Manual error
SO_0002433,STORE_003,SKU_0245,2024-08-21,2024-08-22,1,2,12.1,Supplier delay
SO_0002468,STORE_003,SKU_0282,2024-08-21,2024-08-25,4,95,1993.1,Demand spike
SO_0003263,STORE_004,SKU_0207,2024-08-21,2024-09-02,12,55,600.05,Supplier delay
SO_0003704,STORE_004,SKU_0533,2024-08-21,2024-08-24,3,48,53.28,Shrinkage
SO_0004931,STORE_006,SKU_0531,2024-08-21,2024-08-23,2,51,1950.24,Supplier delay
SO_0005403,STORE_007,SKU_0240,2024-08-21,2024-08-29,8,223,9796.39,Supplier delay
SO_0006509,STORE_008,SKU_0174,2024-08-21,2024-08-24,3,9,384.93,Shrinkage
SO_0006973,STORE_009,SKU_0255,2024-08-21,2024-08-28,7,62,1814.12,Forecast miss
SO_0007728,STORE_010,SKU_0417,2024-08-21,2024-08-22,1,4,43.2,Manual error
SO_0000741,STORE_001,SKU_0468,2024-08-22,2024-08-23,1,2,82.32,Forecast miss
SO_0000990,STORE_001,SKU_0556,2024-08-22,2024-08-23,1,8,172.96,Shrinkage
SO_0002790,STORE_003,SKU_0403,2024-08-22,2024-08-28,6,130,3968.9,Manual error
SO_0003172,STORE_004,SKU_0108,2024-08-22,2024-08-23,1,16,396.96,Forecast miss
SO_0003336,STORE_004,SKU_0242,2024-08-22,2024-08-25,3,49,1581.72,Manual error
SO_0004372,STORE_006,SKU_0088,2024-08-22,2024-08-23,1,1,46.87,Supplier delay
SO_0006131,STORE_007,SKU_0519,2024-08-22,2024-08-24,2,19,480.32,Shrinkage
SO_0006373,STORE_008,SKU_0146,2024-08-22,2024-09-10,19,60,1321.2,Shrinkage
SO_0007629,STORE_010,SKU_0375,2024-08-22,2024-08-27,5,42,1770.3,Manual error
SO_0000646,STORE_001,SKU_0434,2024-08-23,2024-09-01,9,239,740.9,Manual error
SO_0001467,STORE_002,SKU_0207,2024-08-23,2024-09-03,11,124,1352.84,Demand spike
SO_0001812,STORE_002,SKU_0468,2024-08-23,2024-08-26,3,6,246.96,Forecast miss
SO_0001973,STORE_002,SKU_0564,2024-08-23,2024-08-24,1,0,0.0,Forecast miss
SO_0002095,STORE_003,SKU_0018,2024-08-23,2024-08-25,2,20,687.6,Shrinkage
SO_0002317,STORE_003,SKU_0231,2024-08-23,2024-08-27,4,81,981.72,Manual error
SO_0002517,STORE_003,SKU_0310,2024-08-23,2024-08-26,3,60,2464.2,Supplier delay
SO_0002657,STORE_003,SKU_0345,2024-08-23,2024-08-26,3,17,619.82,Demand spike
SO_0003053,STORE_003,SKU_0550,2024-08-23,2024-08-29,6,65,1386.45,Demand spike
SO_0003880,STORE_005,SKU_0256,2024-08-23,2024-09-05,13,101,970.61,Supplier delay
SO_0003983,STORE_005,SKU_0378,2024-08-23,2024-08-24,1,0,0.0,Manual error
SO_0004098,STORE_006,SKU_0052,2024-08-23,2024-08-24,1,3,42.3,Manual error
SO_0004190,STORE_006,SKU_0071,2024-08-23,2024-08-25,2,1,20.84,Forecast miss
SO_0004290,STORE_006,SKU_0087,2024-08-23,2024-08-26,3,13,391.56,Manual error
SO_0004611,STORE_006,SKU_0270,2024-08-23,2024-08-26,3,72,3309.84,Manual error
SO_0005019,STORE_006,SKU_0564,2024-08-23,2024-08-25,2,8,346.56,Manual error
SO_0006674,STORE_008,SKU_0355,2024-08-23,2024-08-26,3,9,80.37,Supplier delay
SO_0006943,STORE_009,SKU_0250,2024-08-23,2024-08-24,1,14,192.08,Shrinkage
SO_0007625,STORE_010,SKU_0361,2024-08-23,2024-08-24,1,5,78.3,Demand spike
SO_0000042,STORE_001,SKU_0054,2024-08-24,2024-08-27,3,133,6451.83,Manual error
SO_0000842,STORE_001,SKU_0518,2024-08-24,2024-08-27,3,17,127.16,Forecast miss
SO_0001525,STORE_002,SKU_0237,2024-08-24,2024-08-29,5,114,4683.12,Supplier delay
SO_0001714,STORE_002,SKU_0369,2024-08-24,2024-08-27,3,42,916.02,Shrinkage
SO_0002242,STORE_003,SKU_0206,2024-08-24,2024-09-04,11,258,12783.9,Supplier delay
SO_0003744,STORE_004,SKU_0554,2024-08-24,2024-08-25,1,4,41.92,Manual error
SO_0004034,STORE_006,SKU_0031,2024-08-24,2024-08-26,2,9,425.61,Forecast miss
SO_0004373,STORE_006,SKU_0088,2024-08-24,2024-08-28,4,9,421.83,Supplier delay
SO_0005117,STORE_007,SKU_0031,2024-08-24,2024-08-26,2,18,851.22,Forecast miss
SO_0005806,STORE_007,SKU_0364,2024-08-24,2024-08-26,2,25,1178.0,Manual error
SO_0006093,STORE_007,SKU_0485,2024-08-24,2024-08-26,2,72,37.44,Supplier delay
SO_0007246,STORE_009,SKU_0518,2024-08-24,2024-08-25,1,8,59.84,Demand spike
SO_0007456,STORE_010,SKU_0228,2024-08-24,2024-08-25,1,3,90.54,Shrinkage
SO_0000229,STORE_001,SKU_0213,2024-08-25,2024-08-26,1,24,462.0,Shrinkage
SO_0000607,STORE_001,SKU_0430,2024-08-25,2024-08-30,5,93,1271.31,Demand spike
SO_0001050,STORE_002,SKU_0021,2024-08-25,2024-08-26,1,11,101.86,Supplier delay
SO_0001383,STORE_002,SKU_0139,2024-08-25,2024-08-31,6,76,1943.32,Manual error
SO_0002735,STORE_003,SKU_0351,2024-08-25,2024-08-26,1,2,74.16,Forecast miss
SO_0002866,STORE_003,SKU_0455,2024-08-25,2024-08-29,4,48,1792.8,Manual error
SO_0003081,STORE_003,SKU_0556,2024-08-25,2024-08-26,1,22,475.64,Supplier delay
SO_0006419,STORE_008,SKU_0153,2024-08-25,2024-08-26,1,0,0.0,Forecast miss
SO_0006510,STORE_008,SKU_0174,2024-08-25,2024-08-26,1,4,171.08,Supplier delay
SO_0001208,STORE_002,SKU_0038,2024-08-26,2024-09-01,6,143,7111.39,Manual error
SO_0001351,STORE_002,SKU_0133,2024-08-26,2024-09-03,8,75,2235.0,Supplier delay
SO_0001894,STORE_002,SKU_0541,2024-08-26,2024-08-28,2,35,1510.25,Shrinkage
SO_0003675,STORE_004,SKU_0513,2024-08-26,2024-09-01,6,97,1923.51,Supplier delay
SO_0004191,STORE_006,SKU_0071,2024-08-26,2024-08-27,1,2,41.68,Manual error
SO_0004906,STORE_006,SKU_0509,2024-08-26,2024-08-28,2,32,865.28,Forecast miss
SO_0005287,STORE_007,SKU_0156,2024-08-26,2024-08-27,1,8,352.56,Manual error
SO_0005370,STORE_007,SKU_0223,2024-08-26,2024-08-27,1,0,0.0,Shrinkage
SO_0005465,STORE_007,SKU_0268,2024-08-26,2024-08-27,1,6,283.26,Shrinkage
SO_0007457,STORE_010,SKU_0228,2024-08-26,2024-09-01,6,34,1026.12,Demand spike
SO_0000177,STORE_001,SKU_0197,2024-08-27,2024-08-30,3,69,2061.72,Demand spike
SO_0000962,STORE_001,SKU_0534,2024-08-27,2024-09-01,5,102,827.22,Forecast miss
SO_0002044,STORE_003,SKU_0008,2024-08-27,2024-09-01,5,103,2421.53,Shrinkage
SO_0002610,STORE_003,SKU_0339,2024-08-27,2024-09-03,7,167,1993.98,Manual error
SO_0002658,STORE_003,SKU_0345,2024-08-27,2024-08-29,2,9,328.14,Forecast miss
SO_0003974,STORE_005,SKU_0361,2024-08-27,2024-08-30,3,20,313.2,Manual error
SO_0006027,STORE_007,SKU_0468,2024-08-27,2024-08-28,1,2,82.32,Shrinkage
SO_0006511,STORE_008,SKU_0174,2024-08-27,2024-08-28,1,2,85.54,Supplier delay
SO_0006618,STORE_008,SKU_0328,2024-08-27,2024-08-28,1,0,0.0,Forecast miss
SO_0007133,STORE_009,SKU_0348,2024-08-27,2024-08-29,2,17,271.15,Demand spike
SO_0007663,STORE_010,SKU_0393,2024-08-27,2024-08-30,3,34,1556.52,Shrinkage
SO_0000843,STORE_001,SKU_0518,2024-08-28,2024-09-03,6,73,546.04,Demand spike
SO_0001051,STORE_002,SKU_0021,2024-08-28,2024-08-30,2,6,55.56,Manual error
SO_0001154,STORE_002,SKU_0032,2024-08-28,2024-08-31,3,66,1974.06,Shrinkage
SO_0001638,STORE_002,SKU_0335,2024-08-28,2024-08-29,1,8,311.04,Demand spike
SO_0002559,STORE_003,SKU_0330,2024-08-28,2024-09-01,4,79,762.35,Demand spike
SO_0003547,STORE_004,SKU_0337,2024-08-28,2024-08-29,1,8,173.52,Supplier delay
SO_0004001,STORE_005,SKU_0573,2024-08-28,2024-08-30,2,6,247.68,Forecast miss
SO_0004780,STORE_006,SKU_0401,2024-08-28,2024-09-06,9,127,2673.35,Forecast miss
SO_0004820,STORE_006,SKU_0426,2024-08-28,2024-09-04,7,216,7985.52,Supplier delay
SO_0005534,STORE_007,SKU_0279,2024-08-28,2024-09-02,5,100,3024.0,Forecast miss
SO_0000327,STORE_001,SKU_0260,2024-08-29,2024-09-01,3,48,999.36,Manual error
SO_0000359,STORE_001,SKU_0279,2024-08-29,2024-09-02,4,42,1270.08,Demand spike
SO_0000576,STORE_001,SKU_0427,2024-08-29,2024-09-11,13,334,2388.1,Manual error
SO_0001974,STORE_002,SKU_0564,2024-08-29,2024-09-04,6,85,3682.2,Supplier delay
SO_0002736,STORE_003,SKU_0351,2024-08-29,2024-09-03,5,134,4968.72,Shrinkage
SO_0002840,STORE_003,SKU_0440,2024-08-29,2024-09-06,8,149,4708.4,Demand spike
SO_0003217,STORE_004,SKU_0172,2024-08-29,2024-08-30,1,12,371.28,Forecast miss
SO_0003745,STORE_004,SKU_0554,2024-08-29,2024-08-30,1,1,10.48,Manual error
SO_0004052,STORE_006,SKU_0034,2024-08-29,2024-08-30,1,5,131.7,Forecast miss
SO_0004374,STORE_006,SKU_0088,2024-08-29,2024-08-30,1,2,93.74,Shrinkage
SO_0005195,STORE_007,SKU_0067,2024-08-29,2024-09-02,4,61,2638.86,Forecast miss
SO_0006512,STORE_008,SKU_0174,2024-08-29,2024-08-30,1,2,85.54,Forecast miss
SO_0006675,STORE_008,SKU_0355,2024-08-29,2024-09-08,10,79,705.47,Demand spike
SO_0000133,STORE_001,SKU_0135,2024-08-30,2024-08-31,1,11,361.13,Supplier delay
SO_0000230,STORE_001,SKU_0213,2024-08-30,2024-08-31,1,7,134.75,Demand spike
SO_0000773,STORE_001,SKU_0474,2024-08-30,2024-09-07,8,70,1617.7,Demand spike
SO_0001677,STORE_002,SKU_0368,2024-08-30,2024-09-02,3,26,801.58,Supplier delay
SO_0001813,STORE_002,SKU_0468,2024-08-30,2024-08-31,1,5,205.8,Supplier delay
SO_0002659,STORE_003,SKU_0345,2024-08-30,2024-09-04,5,25,911.5,Manual error
SO_0003146,STORE_004,SKU_0087,2024-08-30,2024-09-10,11,151,4548.12,Shrinkage
SO_0004192,STORE_006,SKU_0071,2024-08-30,2024-09-04,5,9,187.56,Shrinkage
SO_0004291,STORE_006,SKU_0087,2024-08-30,2024-09-04,5,157,4728.84,Manual error
SO_0005020,STORE_006,SKU_0564,2024-08-30,2024-09-08,9,175,7581.0,Manual error
SO_0005746,STORE_007,SKU_0358,2024-08-30,2024-09-01,2,55,1689.6,Shrinkage
SO_0006296,STORE_008,SKU_0013,2024-08-30,2024-09-05,6,24,175.92,Supplier delay
SO_0007044,STORE_009,SKU_0285,2024-08-30,2024-08-31,1,5,103.0,Demand spike
SO_0000072,STORE_001,SKU_0107,2024-08-31,2024-09-01,1,19,938.6,Supplier delay
SO_0002937,STORE_003,SKU_0517,2024-08-31,2024-09-05,5,49,2006.55,Shrinkage
SO_0003500,STORE_004,SKU_0332,2024-08-31,2024-09-05,5,74,1815.22,Manual error
SO_0003605,STORE_004,SKU_0499,2024-08-31,2024-09-01,1,0,0.0,Manual error
SO_0003830,STORE_004,SKU_0561,2024-08-31,2024-09-01,1,0,0.0,Supplier delay
SO_0004099,STORE_006,SKU_0052,2024-08-31,2024-09-01,1,2,28.2,Shrinkage
SO_0004496,STORE_006,SKU_0200,2024-08-31,2024-09-03,3,73,1062.15,Shrinkage
SO_0004612,STORE_006,SKU_0270,2024-08-31,2024-09-01,1,18,827.46,Forecast miss
SO_0005118,STORE_007,SKU_0031,2024-08-31,2024-09-01,1,9,425.61,Manual error
SO_0005655,STORE_007,SKU_0345,2024-08-31,2024-09-01,1,9,328.14,Supplier delay
SO_0006028,STORE_007,SKU_0468,2024-08-31,2024-09-01,1,7,288.12,Manual error
SO_0006863,STORE_009,SKU_0155,2024-08-31,2024-09-03,3,19,628.14,Shrinkage
SO_0007247,STORE_009,SKU_0518,2024-08-31,2024-09-01,1,9,67.32,Demand spike
SO_0007729,STORE_010,SKU_0417,2024-08-31,2024-09-03,3,11,118.8,Manual error
SO_0001590,STORE_002,SKU_0300,2024-09-01,2024-09-04,3,20,343.4,Manual error
SO_0001775,STORE_002,SKU_0466,2024-09-01,2024-09-17,16,405,5759.1,Forecast miss
SO_0002369,STORE_003,SKU_0241,2024-09-01,2024-09-05,4,84,3016.44,Manual error
SO_0003011,STORE_003,SKU_0547,2024-09-01,2024-09-06,5,115,3483.35,Demand spike
SO_0003959,STORE_005,SKU_0344,2024-09-01,2024-09-07,6,48,169.44,Manual error
SO_0004375,STORE_006,SKU_0088,2024-09-01,2024-09-02,1,4,187.48,Forecast miss
SO_0005268,STORE_007,SKU_0127,2024-09-01,2024-09-03,2,36,1114.56,Manual error
SO_0005466,STORE_007,SKU_0268,2024-09-01,2024-09-02,1,14,660.94,Forecast miss
SO_0005807,STORE_007,SKU_0364,2024-09-01,2024-09-03,2,18,848.16,Demand spike
SO_0000396,STORE_001,SKU_0291,2024-09-02,2024-09-03,1,4,165.64,Forecast miss
SO_0000493,STORE_001,SKU_0335,2024-09-02,2024-09-07,5,50,1944.0,Supplier delay
SO_0001052,STORE_002,SKU_0021,2024-09-02,2024-09-03,1,2,18.52,Forecast miss
SO_0002070,STORE_003,SKU_0010,2024-09-02,2024-09-04,2,24,864.24,Shrinkage
SO_0003606,STORE_004,SKU_0499,2024-09-02,2024-09-06,4,39,850.2,Manual error
SO_0004566,STORE_006,SKU_0267,2024-09-02,2024-09-15,13,282,445.56,Forecast miss
SO_0006132,STORE_007,SKU_0519,2024-09-02,2024-09-03,1,6,151.68,Manual error
SO_0007458,STORE_010,SKU_0228,2024-09-02,2024-09-04,2,1,30.18,Forecast miss
SO_0000796,STORE_001,SKU_0511,2024-09-03,2024-09-05,2,32,1230.72,Shrinkage
SO_0001300,STORE_002,SKU_0086,2024-09-03,2024-09-13,10,278,917.4,Manual error
SO_0003264,STORE_004,SKU_0207,2024-09-03,2024-09-07,4,18,196.38,Supplier delay
SO_0003746,STORE_004,SKU_0554,2024-09-03,2024-09-15,12,210,2200.8,Supplier delay
SO_0004376,STORE_006,SKU_0088,2024-09-03,2024-09-11,8,85,3983.95,Forecast miss
SO_0007174,STORE_009,SKU_0433,2024-09-03,2024-09-07,4,47,1121.89,Demand spike
SO_0000301,STORE_001,SKU_0238,2024-09-04,2024-09-06,2,11,364.54,Supplier delay
SO_0001468,STORE_002,SKU_0207,2024-09-04,2024-09-08,4,32,349.12,Supplier delay
SO_0001895,STORE_002,SKU_0541,2024-09-04,2024-09-05,1,5,215.75,Supplier delay
SO_0002164,STORE_003,SKU_0140,2024-09-04,2024-09-06,2,16,320.48,Forecast miss
SO_0002583,STORE_003,SKU_0337,2024-09-04,2024-09-09,5,103,2234.07,Shrinkage
SO_0002977,STORE_003,SKU_0535,2024-09-04,2024-09-09,5,49,2317.7,Manual error
SO_0004728,STORE_006,SKU_0384,2024-09-04,2024-09-10,6,95,4315.85,Forecast miss
SO_0006323,STORE_008,SKU_0030,2024-09-04,2024-09-06,2,9,64.44,Demand spike
SO_0006808,STORE_009,SKU_0033,2024-09-04,2024-09-17,13,150,6294.0,Demand spike
SO_0007369,STORE_009,SKU_0577,2024-09-04,2024-09-06,2,23,896.31,Demand spike
SO_0007730,STORE_010,SKU_0417,2024-09-04,2024-09-05,1,0,0.0,Demand spike
SO_0000519,STORE_001,SKU_0365,2024-09-05,2024-09-17,12,281,11928.45,Manual error
SO_0001243,STORE_002,SKU_0059,2024-09-05,2024-09-07,2,19,40.09,Manual error
SO_0001747,STORE_002,SKU_0375,2024-09-05,2024-09-06,1,9,379.35,Shrinkage
SO_0002096,STORE_003,SKU_0018,2024-09-05,2024-09-08,3,30,1031.4,Forecast miss
SO_0002434,STORE_003,SKU_0245,2024-09-05,2024-09-06,1,12,72.6,Forecast miss
SO_0004193,STORE_006,SKU_0071,2024-09-05,2024-09-17,12,104,2167.36,Manual error
SO_0004757,STORE_006,SKU_0394,2024-09-05,2024-09-06,1,9,294.21,Shrinkage
SO_0004932,STORE_006,SKU_0531,2024-09-05,2024-09-08,3,72,2753.28,Manual error
SO_0005119,STORE_007,SKU_0031,2024-09-05,2024-09-06,1,4,189.16,Shrinkage
SO_0005432,STORE_007,SKU_0244,2024-09-05,2024-09-08,3,50,137.0,Supplier delay
SO_0005656,STORE_007,SKU_0345,2024-09-05,2024-09-06,1,4,145.84,Manual error
SO_0006905,STORE_009,SKU_0236,2024-09-05,2024-09-08,3,72,2941.2,Forecast miss
SO_0007338,STORE_009,SKU_0560,2024-09-05,2024-09-15,10,147,3023.79,Forecast miss
SO_0007459,STORE_010,SKU_0228,2024-09-05,2024-09-08,3,32,965.76,Manual error
SO_0000931,STORE_001,SKU_0523,2024-09-06,2024-09-09,3,30,434.4,Forecast miss
SO_0001418,STORE_002,SKU_0201,2024-09-06,2024-09-09,3,55,1312.3,Shrinkage
SO_0002660,STORE_003,SKU_0345,2024-09-06,2024-09-09,3,45,1640.7,Manual error
SO_0004613,STORE_006,SKU_0270,2024-09-06,2024-09-08,2,47,2160.59,Forecast miss
SO_0005388,STORE_007,SKU_0229,2024-09-06,2024-09-09,3,24,466.56,Shrinkage
SO_0006760,STORE_008,SKU_0547,2024-09-06,2024-09-09,3,17,514.93,Shrinkage
SO_0007560,STORE_010,SKU_0276,2024-09-06,2024-09-09,3,7,259.56,Forecast miss
SO_0000552,STORE_001,SKU_0403,2024-09-07,2024-09-08,1,27,824.31,Shrinkage
SO_0000647,STORE_001,SKU_0434,2024-09-07,2024-09-08,1,2,6.2,Forecast miss
SO_0000844,STORE_001,SKU_0518,2024-09-07,2024-09-08,1,5,37.4,Shrinkage
SO_0001321,STORE_002,SKU_0098,2024-09-07,2024-09-10,3,16,671.2,Demand spike
SO_0001814,STORE_002,SKU_0468,2024-09-07,2024-09-18,11,253,10413.48,Forecast miss
SO_0001975,STORE_002,SKU_0564,2024-09-07,2024-09-08,1,3,129.96,Forecast miss
SO_0002218,STORE_003,SKU_0203,2024-09-07,2024-09-12,5,105,2346.75,Forecast miss
SO_0002469,STORE_003,SKU_0282,2024-09-07,2024-09-11,4,72,1510.56,Shrinkage
SO_0002900,STORE_003,SKU_0474,2024-09-07,2024-09-10,3,87,2010.57,Supplier delay
SO_0003799,STORE_004,SKU_0558,2024-09-07,2024-09-11,4,58,637.42,Shrinkage
SO_0004292,STORE_006,SKU_0087,2024-09-07,2024-09-09,2,8,240.96,Manual error
SO_0004481,STORE_006,SKU_0115,2024-09-07,2024-09-13,6,49,552.23,Forecast miss
SO_0005808,STORE_007,SKU_0364,2024-09-07,2024-09-09,2,1,47.12,Shrinkage
SO_0005946,STORE_007,SKU_0424,2024-09-07,2024-09-18,11,207,8340.03,Shrinkage
SO_0006029,STORE_007,SKU_0468,2024-09-07,2024-09-15,8,182,7491.12,Supplier delay
SO_0006420,STORE_008,SKU_0153,2024-09-07,2024-09-09,2,15,359.25,Forecast miss
SO_0006603,STORE_008,SKU_0254,2024-09-07,2024-09-08,1,4,52.08,Forecast miss
SO_0006785,STORE_009,SKU_0001,2024-09-07,2024-09-10,3,83,4094.39,Supplier delay
SO_0007248,STORE_009,SKU_0518,2024-09-07,2024-09-15,8,109,815.32,Shrinkage
SO_0000415,STORE_001,SKU_0297,2024-09-08,2024-09-09,1,6,224.52,Demand spike
SO_0000454,STORE_001,SKU_0322,2024-09-08,2024-09-10,2,20,433.8,Demand spike
SO_0000991,STORE_001,SKU_0556,2024-09-08,2024-09-09,1,12,259.44,Manual error
SO_0001155,STORE_002,SKU_0032,2024-09-08,2024-09-09,1,30,897.3,Shrinkage
SO_0003265,STORE_004,SKU_0207,2024-09-08,2024-09-09,1,7,76.37,Shrinkage
SO_0003607,STORE_004,SKU_0499,2024-09-08,2024-09-09,1,3,65.4,Demand spike
SO_0003705,STORE_004,SKU_0533,2024-09-08,2024-09-15,7,171,189.81,Demand spike
SO_0005535,STORE_007,SKU_0279,2024-09-08,2024-09-09,1,0,0.0,Shrinkage
SO_0005657,STORE_007,SKU_0345,2024-09-08,2024-09-09,1,10,364.6,Shrinkage
SO_0006619,STORE_008,SKU_0328,2024-09-08,2024-09-09,1,10,177.3,Supplier delay
SO_0007134,STORE_009,SKU_0348,2024-09-08,2024-09-11,3,24,382.8,Forecast miss
SO_0007609,STORE_010,SKU_0360,2024-09-08,2024-09-11,3,15,108.75,Forecast miss
SO_0007731,STORE_010,SKU_0417,2024-09-08,2024-09-11,3,9,97.2,Shrinkage
SO_0001469,STORE_002,SKU_0207,2024-09-09,2024-09-10,1,6,65.46,Shrinkage
SO_0001616,STORE_002,SKU_0329,2024-09-09,2024-09-10,1,7,128.59,Manual error
SO_0001764,STORE_002,SKU_0392,2024-09-09,2024-09-10,1,4,65.92,Demand spike
SO_0003548,STORE_004,SKU_0337,2024-09-09,2024-09-11,2,14,303.66,Forecast miss
SO_0006676,STORE_008,SKU_0355,2024-09-09,2024-09-10,1,2,17.86,Manual error
SO_0007045,STORE_009,SKU_0285,2024-09-09,2024-09-10,1,4,82.4,Supplier delay
SO_0003266,STORE_004,SKU_0207,2024-09-10,2024-09-27,17,189,2061.99,Forecast miss
SO_0003361,STORE_004,SKU_0257,2024-09-10,2024-09-11,1,10,19.5,Manual error
SO_0006846,STORE_009,SKU_0104,2024-09-10,2024-09-17,7,92,2846.48,Supplier delay
SO_0000231,STORE_001,SKU_0213,2024-09-11,2024-09-13,2,22,423.5,Supplier delay
SO_0001470,STORE_002,SKU_0207,2024-09-11,2024-09-19,8,113,1232.83,Supplier delay
SO_0001639,STORE_002,SKU_0335,2024-09-11,2024-09-12,1,16,622.08,Demand spike
SO_0002318,STORE_003,SKU_0231,2024-09-11,2024-09-14,3,46,557.52,Supplier delay
SO_0002518,STORE_003,SKU_0310,2024-09-11,2024-09-14,3,44,1807.08,Supplier delay
SO_0004100,STORE_006,SKU_0052,2024-09-11,2024-09-12,1,13,183.3,Forecast miss
SO_0004695,STORE_006,SKU_0353,2024-09-11,2024-09-17,6,139,3645.97,Shrinkage
SO_0005120,STORE_007,SKU_0031,2024-09-11,2024-09-23,12,303,14328.87,Shrinkage
SO_0005314,STORE_007,SKU_0189,2024-09-11,2024-09-12,1,3,94.41,Shrinkage
SO_0005658,STORE_007,SKU_0345,2024-09-11,2024-09-12,1,0,0.0,Manual error
SO_0006374,STORE_008,SKU_0146,2024-09-11,2024-09-15,4,14,308.28,Demand spike
SO_0007091,STORE_009,SKU_0322,2024-09-11,2024-09-18,7,61,1323.09,Demand spike
SO_0007314,STORE_009,SKU_0537,2024-09-11,2024-09-18,7,97,2146.61,Demand spike
SO_0002370,STORE_003,SKU_0241,2024-09-12,2024-09-14,2,28,1005.48,Forecast miss
SO_0003201,STORE_004,SKU_0130,2024-09-12,2024-09-17,5,93,4154.31,Supplier delay
SO_0003455,STORE_004,SKU_0315,2024-09-12,2024-09-14,2,20,701.0,Forecast miss
SO_0004002,STORE_005,SKU_0573,2024-09-12,2024-09-14,2,3,123.84,Demand spike
SO_0005809,STORE_007,SKU_0364,2024-09-12,2024-09-19,7,58,2732.96,Manual error
SO_0006229,STORE_007,SKU_0542,2024-09-12,2024-09-17,5,42,1095.36,Demand spike
SO_0007732,STORE_010,SKU_0417,2024-09-12,2024-09-13,1,1,10.8,Supplier delay
SO_0007829,STORE_010,SKU_0478,2024-09-12,2024-09-15,3,14,355.46,Manual error
SO_0000360,STORE_001,SKU_0279,2024-09-13,2024-09-22,9,87,2630.88,Demand spike
SO_0000845,STORE_001,SKU_0518,2024-09-13,2024-09-15,2,5,37.4,Supplier delay
SO_0001526,STORE_002,SKU_0237,2024-09-13,2024-09-14,1,7,287.56,Shrinkage
SO_0001715,STORE_002,SKU_0369,2024-09-13,2024-09-15,2,41,894.21,Forecast miss
SO_0001976,STORE_002,SKU_0564,2024-09-13,2024-09-14,1,2,86.64,Shrinkage
SO_0002538,STORE_003,SKU_0313,2024-09-13,2024-09-14,1,6,230.94,Shrinkage
SO_0002661,STORE_003,SKU_0345,2024-09-13,2024-10-02,19,282,10281.72,Manual error
SO_0003937,STORE_005,SKU_0308,2024-09-13,2024-09-24,11,48,1543.2,Shrinkage
SO_0005021,STORE_006,SKU_0564,2024-09-13,2024-09-16,3,25,1083.0,Shrinkage
SO_0005196,STORE_007,SKU_0067,2024-09-13,2024-09-19,6,81,3504.06,Supplier delay
SO_0005467,STORE_007,SKU_0268,2024-09-13,2024-09-14,1,6,283.26,Demand spike
SO_0005536,STORE_007,SKU_0279,2024-09-13,2024-09-17,4,77,2328.48,Demand spike
SO_0006133,STORE_007,SKU_0519,2024-09-13,2024-09-17,4,43,1087.04,Demand spike
SO_0006513,STORE_008,SKU_0174,2024-09-13,2024-09-14,1,1,42.77,Supplier delay
SO_0006917,STORE_009,SKU_0241,2024-09-13,2024-09-18,5,53,1903.23,Manual error
SO_0007002,STORE_009,SKU_0274,2024-09-13,2024-09-18,5,49,1673.35,Forecast miss
SO_0007212,STORE_009,SKU_0443,2024-09-13,2024-09-17,4,74,798.46,Demand spike
SO_0001053,STORE_002,SKU_0021,2024-09-14,2024-09-15,1,0,0.0,Supplier delay
SO_0001896,STORE_002,SKU_0541,2024-09-14,2024-09-15,1,23,992.45,Supplier delay
SO_0002142,STORE_003,SKU_0056,2024-09-14,2024-09-19,5,97,3348.44,Supplier delay
SO_0004517,STORE_006,SKU_0203,2024-09-14,2024-09-20,6,154,3441.9,Forecast miss
SO_0004614,STORE_006,SKU_0270,2024-09-14,2024-09-15,1,14,643.58,Demand spike
SO_0005659,STORE_007,SKU_0345,2024-09-14,2024-10-06,22,336,12250.56,Forecast miss
SO_0005747,STORE_007,SKU_0358,2024-09-14,2024-09-15,1,26,798.72,Supplier delay
SO_0006786,STORE_009,SKU_0001,2024-09-14,2024-09-19,5,105,5179.65,Shrinkage
SO_0006886,STORE_009,SKU_0196,2024-09-14,2024-09-16,2,36,1635.48,Supplier delay
SO_0001127,STORE_002,SKU_0028,2024-09-15,2024-09-16,1,12,45.96,Forecast miss
