replenishment_id,store_id,sku_id,replenishment_date,trigger_type,units_ordered,units_received,order_date,receive_date,lead_time_actual,replenishment_cost,associate_id
REP_0004884,STORE_002,SKU_0097,2024-09-07,Reorder Point,456,393,2024-08-24,2024-09-07,14,8319.81,
REP_0005403,STORE_002,SKU_0167,2024-09-07,Reorder Point,56,50,2024-09-06,2024-09-07,1,677.0,
REP_0006972,STORE_002,SKU_0429,2024-09-07,Reorder Point,200,183,2024-09-06,2024-09-07,1,3118.32,
REP_0007248,STORE_002,SKU_0489,2024-09-07,Reorder Point,16,15,2024-09-05,2024-09-07,2,372.9,
REP_0008541,STORE_003,SKU_0202,2024-09-07,Reorder Point,226,225,2024-08-28,2024-09-07,10,74.25,
REP_0009021,STORE_003,SKU_0261,2024-09-07,Reorder Point,478,415,2024-08-31,2024-09-07,7,4789.1,
REP_0009245,STORE_003,SKU_0313,2024-09-07,Reorder Point,142,141,2024-09-06,2024-09-07,1,2490.06,
REP_0009613,STORE_003,SKU_0345,2024-09-07,Reorder Point,413,372,2024-09-04,2024-09-07,3,6004.08,
REP_0011556,STORE_004,SKU_0106,2024-09-07,Reorder Point,60,52,2024-09-06,2024-09-07,1,439.4,
REP_0012376,STORE_004,SKU_0271,2024-09-07,Reorder Point,72,68,2024-09-05,2024-09-07,2,997.56,
REP_0012581,STORE_004,SKU_0297,2024-09-07,Reorder Point,151,144,2024-08-28,2024-09-07,10,3032.64,
REP_0012803,STORE_004,SKU_0316,2024-09-07,Reorder Point,113,108,2024-09-05,2024-09-07,2,811.08,
REP_0013725,STORE_004,SKU_0528,2024-09-07,Reorder Point,464,434,2024-08-24,2024-09-07,14,1310.68,
REP_0014284,STORE_004,SKU_0561,2024-09-07,Reorder Point,51,50,2024-09-06,2024-09-07,1,208.5,
REP_0015885,STORE_005,SKU_0344,2024-09-07,Reorder Point,210,194,2024-08-23,2024-09-07,15,372.48,
REP_0015911,STORE_005,SKU_0349,2024-09-07,Reorder Point,196,166,2024-09-01,2024-09-07,6,2423.6,
REP_0016329,STORE_005,SKU_0441,2024-09-07,Reorder Point,264,261,2024-08-27,2024-09-07,11,2223.72,
REP_0017252,STORE_006,SKU_0078,2024-09-07,Reorder Point,78,72,2024-09-06,2024-09-07,1,1066.32,
REP_0017518,STORE_006,SKU_0117,2024-09-07,Reorder Point,154,149,2024-08-31,2024-09-07,7,2147.09,
REP_0018052,STORE_006,SKU_0208,2024-09-07,Reorder Point,302,285,2024-09-01,2024-09-07,6,433.2,
REP_0018754,STORE_006,SKU_0272,2024-09-07,Reorder Point,184,168,2024-09-06,2024-09-07,1,2961.84,
REP_0019051,STORE_006,SKU_0370,2024-09-07,Reorder Point,110,103,2024-08-26,2024-09-07,12,2001.29,
REP_0019306,STORE_006,SKU_0423,2024-09-07,Reorder Point,214,184,2024-09-05,2024-09-07,2,3648.72,
REP_0019639,STORE_006,SKU_0447,2024-09-07,Reorder Point,588,518,2024-09-02,2024-09-07,5,8153.32,
REP_0020029,STORE_006,SKU_0494,2024-09-07,Reorder Point,378,332,2024-08-31,2024-09-07,7,6095.52,
REP_0022204,STORE_007,SKU_0252,2024-09-07,Reorder Point,116,105,2024-08-28,2024-09-07,10,2034.9,
REP_0022262,STORE_007,SKU_0268,2024-09-07,Reorder Point,100,90,2024-09-05,2024-09-07,2,1736.1,
REP_0023138,STORE_007,SKU_0420,2024-09-07,Reorder Point,242,210,2024-09-03,2024-09-07,4,1593.9,
REP_0023915,STORE_007,SKU_0542,2024-09-07,Reorder Point,329,321,2024-08-30,2024-09-07,8,3136.17,
REP_0024042,STORE_007,SKU_0569,2024-09-07,Reorder Point,198,195,2024-09-05,2024-09-07,2,1948.05,
REP_0024102,STORE_007,SKU_0578,2024-09-07,Reorder Point,151,136,2024-09-02,2024-09-07,5,2316.08,
REP_0025184,STORE_008,SKU_0256,2024-09-07,Reorder Point,22,21,2024-09-05,2024-09-07,2,112.14,
REP_0025492,STORE_008,SKU_0326,2024-09-07,Reorder Point,326,319,2024-09-01,2024-09-07,6,5186.94,
REP_0025805,STORE_008,SKU_0415,2024-09-07,Reorder Point,914,818,2024-08-31,2024-09-07,7,19329.34,
REP_0025976,STORE_008,SKU_0460,2024-09-07,Reorder Point,216,204,2024-09-05,2024-09-07,2,4847.04,
REP_0026352,STORE_008,SKU_0553,2024-09-07,Reorder Point,41,35,2024-09-04,2024-09-07,3,896.7,
REP_0026600,STORE_009,SKU_0002,2024-09-07,Reorder Point,203,192,2024-08-27,2024-09-07,11,3104.64,
REP_0027136,STORE_009,SKU_0082,2024-09-07,Reorder Point,344,293,2024-08-27,2024-09-07,11,3381.22,
REP_0028822,STORE_009,SKU_0433,2024-09-07,Reorder Point,170,152,2024-08-30,2024-09-07,8,2264.8,
REP_0028945,STORE_009,SKU_0460,2024-09-07,Reorder Point,297,271,2024-08-28,2024-09-07,10,6438.96,
REP_0030174,STORE_010,SKU_0232,2024-09-07,Reorder Point,178,160,2024-08-24,2024-09-07,14,2710.4,
REP_0030387,STORE_010,SKU_0346,2024-09-07,Reorder Point,238,235,2024-09-01,2024-09-07,6,6363.8,
REP_0030557,STORE_010,SKU_0367,2024-09-07,Reorder Point,324,297,2024-08-25,2024-09-07,13,3691.71,
REP_0031172,STORE_010,SKU_0495,2024-09-07,Reorder Point,284,244,2024-08-26,2024-09-07,12,1381.04,
REP_0000292,STORE_001,SKU_0050,2024-09-08,Reorder Point,95,85,2024-08-31,2024-09-08,8,1818.15,
REP_0000412,STORE_001,SKU_0054,2024-09-08,Reorder Point,97,93,2024-09-07,2024-09-08,1,3009.48,
REP_0000925,STORE_001,SKU_0135,2024-09-08,Reorder Point,196,192,2024-09-05,2024-09-08,3,3663.36,
REP_0001145,STORE_001,SKU_0209,2024-09-08,Reorder Point,214,204,2024-09-04,2024-09-08,4,3465.96,
REP_0001549,STORE_001,SKU_0248,2024-09-08,Reorder Point,338,327,2024-09-05,2024-09-08,3,3678.75,
REP_0001608,STORE_001,SKU_0252,2024-09-08,Reorder Point,116,104,2024-09-05,2024-09-08,3,2015.52,
REP_0001904,STORE_001,SKU_0287,2024-09-08,Reorder Point,222,214,2024-09-06,2024-09-08,2,3111.56,
REP_0002338,STORE_001,SKU_0363,2024-09-08,Reorder Point,102,98,2024-09-07,2024-09-08,1,842.8,
REP_0002716,STORE_001,SKU_0396,2024-09-08,Reorder Point,406,354,2024-09-05,2024-09-08,3,5540.1,
REP_0002801,STORE_001,SKU_0403,2024-09-08,Reorder Point,442,412,2024-08-30,2024-09-08,9,5755.64,
REP_0003021,STORE_001,SKU_0435,2024-09-08,Reorder Point,246,231,2024-09-02,2024-09-08,6,1293.6,
REP_0003925,STORE_001,SKU_0551,2024-09-08,Reorder Point,96,84,2024-08-31,2024-09-08,8,2449.44,
REP_0004319,STORE_002,SKU_0021,2024-09-08,Reorder Point,63,61,2024-09-07,2024-09-08,1,331.84,
REP_0005404,STORE_002,SKU_0167,2024-09-08,Reorder Point,56,47,2024-09-07,2024-09-08,1,636.38,
REP_0005904,STORE_002,SKU_0215,2024-09-08,Reorder Point,157,149,2024-08-29,2024-09-08,10,3087.28,
REP_0006687,STORE_002,SKU_0355,2024-09-08,Reorder Point,93,80,2024-09-06,2024-09-08,2,332.0,
REP_0007852,STORE_003,SKU_0018,2024-09-08,Reorder Point,123,111,2024-09-03,2024-09-08,5,1789.32,
REP_0010504,STORE_003,SKU_0524,2024-09-08,Reorder Point,254,251,2024-09-07,2024-09-08,1,4354.85,
REP_0011171,STORE_004,SKU_0080,2024-09-08,Reorder Point,352,312,2024-09-02,2024-09-08,6,708.24,
REP_0013371,STORE_004,SKU_0434,2024-09-08,Reorder Point,38,32,2024-09-06,2024-09-08,2,49.28,
REP_0013864,STORE_004,SKU_0540,2024-09-08,Reorder Point,502,470,2024-08-27,2024-09-08,12,7778.5,
REP_0014019,STORE_004,SKU_0556,2024-09-08,Reorder Point,78,77,2024-09-07,2024-09-08,1,1102.64,
REP_0014521,STORE_004,SKU_0576,2024-09-08,Reorder Point,82,73,2024-09-03,2024-09-08,5,219.0,
REP_0014663,STORE_005,SKU_0029,2024-09-08,Reorder Point,152,132,2024-09-01,2024-09-08,7,2987.16,
REP_0016240,STORE_005,SKU_0413,2024-09-08,Reorder Point,22,20,2024-09-07,2024-09-08,1,401.4,
REP_0016845,STORE_006,SKU_0031,2024-09-08,Reorder Point,61,52,2024-08-31,2024-09-08,8,1198.6,
REP_0017775,STORE_006,SKU_0182,2024-09-08,Reorder Point,166,165,2024-09-06,2024-09-08,2,2818.2,
REP_0018115,STORE_006,SKU_0210,2024-09-08,Reorder Point,294,272,2024-09-05,2024-09-08,3,1172.32,
REP_0018657,STORE_006,SKU_0270,2024-09-08,Reorder Point,152,140,2024-09-04,2024-09-08,4,4212.6,
REP_0020198,STORE_006,SKU_0531,2024-09-08,Reorder Point,408,405,2024-08-31,2024-09-08,8,8950.5,
REP_0020426,STORE_006,SKU_0564,2024-09-08,Reorder Point,380,348,2024-08-29,2024-09-08,10,9298.56,
REP_0021137,STORE_007,SKU_0131,2024-09-08,Reorder Point,87,81,2024-09-06,2024-09-08,2,314.28,
REP_0021634,STORE_007,SKU_0187,2024-09-08,Reorder Point,93,91,2024-09-04,2024-09-08,4,2970.24,
REP_0022173,STORE_007,SKU_0244,2024-09-08,Reorder Point,406,366,2024-08-30,2024-09-08,9,468.48,
REP_0024978,STORE_008,SKU_0230,2024-09-08,Reorder Point,94,87,2024-09-06,2024-09-08,2,1700.85,
REP_0025130,STORE_008,SKU_0254,2024-09-08,Reorder Point,244,220,2024-08-24,2024-09-08,15,1993.2,
REP_0025568,STORE_008,SKU_0329,2024-09-08,Reorder Point,224,213,2024-08-25,2024-09-08,14,2091.66,
REP_0025600,STORE_008,SKU_0355,2024-09-08,Reorder Point,193,185,2024-08-27,2024-09-08,12,767.75,
REP_0027973,STORE_009,SKU_0236,2024-09-08,Reorder Point,95,87,2024-09-02,2024-09-08,6,1328.49,
REP_0029032,STORE_009,SKU_0491,2024-09-08,Reorder Point,136,124,2024-09-06,2024-09-08,2,608.84,
REP_0030087,STORE_010,SKU_0228,2024-09-08,Reorder Point,59,53,2024-09-03,2024-09-08,5,700.13,
REP_0030198,STORE_010,SKU_0261,2024-09-08,Reorder Point,478,427,2024-09-02,2024-09-08,6,4927.58,
REP_0031000,STORE_010,SKU_0450,2024-09-08,Reorder Point,126,116,2024-09-04,2024-09-08,4,1345.6,
REP_0000659,STORE_001,SKU_0075,2024-09-09,Reorder Point,590,573,2024-09-05,2024-09-09,4,7569.33,
REP_0002051,STORE_001,SKU_0297,2024-09-09,Reorder Point,281,243,2024-09-03,2024-09-09,6,5117.58,
REP_0003821,STORE_001,SKU_0523,2024-09-09,Reorder Point,265,251,2024-09-02,2024-09-09,7,1543.65,
REP_0003886,STORE_001,SKU_0545,2024-09-09,Reorder Point,68,66,2024-09-04,2024-09-09,5,1137.84,
REP_0003963,STORE_001,SKU_0556,2024-09-09,Reorder Point,303,263,2024-09-03,2024-09-09,6,3766.16,
REP_0004147,STORE_002,SKU_0007,2024-09-09,Reorder Point,904,901,2024-08-30,2024-09-09,10,10911.11,
REP_0004607,STORE_002,SKU_0032,2024-09-09,Reorder Point,285,256,2024-09-05,2024-09-09,4,5032.96,
REP_0005076,STORE_002,SKU_0116,2024-09-09,Reorder Point,82,71,2024-09-08,2024-09-09,1,469.31,
REP_0005801,STORE_002,SKU_0201,2024-09-09,Reorder Point,592,515,2024-09-01,2024-09-09,8,5798.9,
REP_0006099,STORE_002,SKU_0272,2024-09-09,Reorder Point,184,168,2024-09-06,2024-09-09,3,2961.84,
REP_0006454,STORE_002,SKU_0332,2024-09-09,Reorder Point,32,29,2024-08-30,2024-09-09,10,276.66,
REP_0007782,STORE_003,SKU_0010,2024-09-09,Reorder Point,214,207,2024-09-07,2024-09-09,2,4715.46,
REP_0008236,STORE_003,SKU_0162,2024-09-09,Reorder Point,536,509,2024-09-08,2024-09-09,1,5756.79,
REP_0008506,STORE_003,SKU_0190,2024-09-09,Reorder Point,572,526,2024-08-28,2024-09-09,12,773.22,
REP_0008703,STORE_003,SKU_0214,2024-09-09,Reorder Point,87,76,2024-09-02,2024-09-09,7,44.84,
REP_0008757,STORE_003,SKU_0217,2024-09-09,Reorder Point,242,223,2024-09-01,2024-09-09,8,3855.67,
REP_0009363,STORE_003,SKU_0315,2024-09-09,Reorder Point,80,73,2024-09-05,2024-09-09,4,1218.37,
REP_0009400,STORE_003,SKU_0324,2024-09-09,Reorder Point,492,486,2024-09-02,2024-09-09,7,9904.68,
REP_0009509,STORE_003,SKU_0337,2024-09-09,Reorder Point,522,514,2024-09-01,2024-09-09,8,7031.52,
REP_0010701,STORE_003,SKU_0535,2024-09-09,Reorder Point,289,262,2024-08-29,2024-09-09,11,7613.72,
REP_0011370,STORE_004,SKU_0096,2024-09-09,Reorder Point,296,279,2024-09-01,2024-09-09,8,6154.74,
REP_0011465,STORE_004,SKU_0105,2024-09-09,Reorder Point,230,202,2024-09-07,2024-09-09,2,3442.08,
REP_0012030,STORE_004,SKU_0195,2024-09-09,Reorder Point,272,243,2024-09-01,2024-09-09,8,3878.28,
REP_0015124,STORE_005,SKU_0133,2024-09-09,Reorder Point,44,43,2024-09-03,2024-09-09,6,618.77,
REP_0015635,STORE_005,SKU_0266,2024-09-09,Reorder Point,552,489,2024-09-01,2024-09-09,8,4596.6,
REP_0015667,STORE_005,SKU_0270,2024-09-09,Reorder Point,74,69,2024-09-05,2024-09-09,4,2076.21,
REP_0018958,STORE_006,SKU_0343,2024-09-09,Reorder Point,325,312,2024-09-03,2024-09-09,6,3519.36,
REP_0021411,STORE_007,SKU_0157,2024-09-09,Reorder Point,248,213,2024-09-07,2024-09-09,2,328.02,
REP_0022106,STORE_007,SKU_0229,2024-09-09,Reorder Point,121,112,2024-08-25,2024-09-09,15,1414.56,
REP_0022810,STORE_007,SKU_0364,2024-09-09,Reorder Point,92,91,2024-09-07,2024-09-09,2,2583.49,
REP_0023270,STORE_007,SKU_0428,2024-09-09,Reorder Point,79,68,2024-09-08,2024-09-09,1,1544.28,
REP_0024373,STORE_008,SKU_0107,2024-09-09,Reorder Point,68,64,2024-09-07,2024-09-09,2,1468.16,
REP_0024506,STORE_008,SKU_0153,2024-09-09,Reorder Point,66,56,2024-09-06,2024-09-09,3,571.2,
REP_0025520,STORE_008,SKU_0328,2024-09-09,Reorder Point,113,111,2024-09-04,2024-09-09,5,855.81,
REP_0025691,STORE_008,SKU_0382,2024-09-09,Reorder Point,124,110,2024-09-03,2024-09-09,6,2613.6,
REP_0026062,STORE_008,SKU_0500,2024-09-09,Reorder Point,190,187,2024-08-29,2024-09-09,11,3693.25,
REP_0026179,STORE_008,SKU_0547,2024-09-09,Reorder Point,75,70,2024-09-04,2024-09-09,5,1466.5,
REP_0026503,STORE_008,SKU_0578,2024-09-09,Reorder Point,129,120,2024-09-01,2024-09-09,8,2043.6,
REP_0026982,STORE_009,SKU_0062,2024-09-09,Reorder Point,74,65,2024-09-06,2024-09-09,3,1890.2,
REP_0027573,STORE_009,SKU_0160,2024-09-09,Reorder Point,213,184,2024-09-04,2024-09-09,5,4162.08,
REP_0028211,STORE_009,SKU_0281,2024-09-09,Reorder Point,134,115,2024-08-30,2024-09-09,10,1227.05,
REP_0029344,STORE_009,SKU_0538,2024-09-09,Reorder Point,240,218,2024-08-31,2024-09-09,9,4495.16,
REP_0029876,STORE_010,SKU_0148,2024-09-09,Reorder Point,332,282,2024-08-28,2024-09-09,12,5149.32,
REP_0030219,STORE_010,SKU_0276,2024-09-09,Reorder Point,87,78,2024-08-27,2024-09-09,13,1245.66,
REP_0001001,STORE_001,SKU_0155,2024-09-10,Reorder Point,66,61,2024-09-02,2024-09-10,8,977.22,
REP_0002215,STORE_001,SKU_0322,2024-09-10,Reorder Point,347,328,2024-09-07,2024-09-10,3,4887.2,
REP_0003179,STORE_001,SKU_0443,2024-09-10,Reorder Point,157,155,2024-09-07,2024-09-10,3,1098.95,
REP_0003547,STORE_001,SKU_0468,2024-09-10,Reorder Point,68,60,2024-09-07,2024-09-10,3,1384.8,
REP_0004320,STORE_002,SKU_0021,2024-09-10,Reorder Point,63,54,2024-09-09,2024-09-10,1,293.76,
REP_0004914,STORE_002,SKU_0098,2024-09-10,Reorder Point,277,274,2024-08-30,2024-09-10,11,5970.46,
REP_0005405,STORE_002,SKU_0167,2024-09-10,Reorder Point,56,53,2024-09-09,2024-09-10,1,717.62,
REP_0005751,STORE_002,SKU_0194,2024-09-10,Reorder Point,393,376,2024-09-04,2024-09-10,6,4395.44,
REP_0006394,STORE_002,SKU_0329,2024-09-10,Reorder Point,361,350,2024-09-02,2024-09-10,8,3437.0,
REP_0006889,STORE_002,SKU_0392,2024-09-10,Reorder Point,621,546,2024-08-25,2024-09-10,16,4924.92,
REP_0008792,STORE_003,SKU_0220,2024-09-10,Reorder Point,386,331,2024-09-09,2024-09-10,1,3157.74,
REP_0009799,STORE_003,SKU_0374,2024-09-10,Reorder Point,140,129,2024-09-04,2024-09-10,6,1702.8,
REP_0009998,STORE_003,SKU_0414,2024-09-10,Reorder Point,278,258,2024-09-05,2024-09-10,5,3792.6,
REP_0010156,STORE_003,SKU_0474,2024-09-10,Reorder Point,398,395,2024-09-05,2024-09-10,5,4226.5,
REP_0011244,STORE_004,SKU_0087,2024-09-10,Reorder Point,311,295,2024-08-27,2024-09-10,14,4209.65,
REP_0013774,STORE_004,SKU_0532,2024-09-10,Reorder Point,62,55,2024-09-05,2024-09-10,5,759.55,
REP_0014285,STORE_004,SKU_0561,2024-09-10,Reorder Point,51,44,2024-09-09,2024-09-10,1,183.48,
REP_0014776,STORE_005,SKU_0079,2024-09-10,Reorder Point,218,194,2024-08-26,2024-09-10,15,2902.24,
REP_0015486,STORE_005,SKU_0240,2024-09-10,Reorder Point,94,83,2024-09-04,2024-09-10,6,1865.01,
REP_0017902,STORE_006,SKU_0197,2024-09-10,Reorder Point,196,181,2024-09-04,2024-09-10,6,1942.13,
REP_0019088,STORE_006,SKU_0384,2024-09-10,Reorder Point,386,357,2024-09-01,2024-09-10,9,10010.28,
REP_0019434,STORE_006,SKU_0436,2024-09-10,Reorder Point,324,277,2024-09-07,2024-09-10,3,1011.05,
REP_0019737,STORE_006,SKU_0465,2024-09-10,Reorder Point,176,167,2024-09-07,2024-09-10,3,3500.32,
REP_0020113,STORE_006,SKU_0509,2024-09-10,Reorder Point,186,183,2024-09-06,2024-09-10,4,2816.37,
REP_0020456,STORE_006,SKU_0569,2024-09-10,Reorder Point,226,209,2024-09-02,2024-09-10,8,2087.91,
REP_0020677,STORE_007,SKU_0058,2024-09-10,Reorder Point,282,249,2024-09-06,2024-09-10,4,5801.7,
REP_0020891,STORE_007,SKU_0099,2024-09-10,Reorder Point,448,438,2024-09-06,2024-09-10,4,11523.78,
REP_0022030,STORE_007,SKU_0218,2024-09-10,Reorder Point,524,510,2024-09-09,2024-09-10,1,601.8,
REP_0022879,STORE_007,SKU_0365,2024-09-10,Reorder Point,192,182,2024-09-05,2024-09-10,5,4095.0,
REP_0024470,STORE_008,SKU_0146,2024-09-10,Reorder Point,99,85,2024-09-04,2024-09-10,6,866.15,
REP_0024776,STORE_008,SKU_0174,2024-09-10,Reorder Point,38,34,2024-09-08,2024-09-10,2,536.18,
REP_0026549,STORE_009,SKU_0001,2024-09-10,Reorder Point,167,144,2024-09-04,2024-09-10,6,4271.04,
REP_0026904,STORE_009,SKU_0049,2024-09-10,Reorder Point,547,488,2024-09-03,2024-09-10,7,7983.68,
REP_0027343,STORE_009,SKU_0129,2024-09-10,Reorder Point,128,122,2024-09-07,2024-09-10,3,252.54,
REP_0027621,STORE_009,SKU_0162,2024-09-10,Reorder Point,536,490,2024-09-07,2024-09-10,3,5541.9,
REP_0027855,STORE_009,SKU_0232,2024-09-10,Reorder Point,178,176,2024-09-09,2024-09-10,1,2981.44,
REP_0028252,STORE_009,SKU_0285,2024-09-10,Reorder Point,167,163,2024-09-05,2024-09-10,5,1649.56,
REP_0028404,STORE_009,SKU_0312,2024-09-10,Reorder Point,524,469,2024-09-06,2024-09-10,4,9107.98,
REP_0029546,STORE_010,SKU_0055,2024-09-10,Reorder Point,438,376,2024-09-03,2024-09-10,7,6392.0,
REP_0030608,STORE_010,SKU_0376,2024-09-10,Reorder Point,256,221,2024-08-29,2024-09-10,12,4448.73,
REP_0030775,STORE_010,SKU_0393,2024-09-10,Reorder Point,121,111,2024-09-05,2024-09-10,5,3466.53,
REP_0030816,STORE_010,SKU_0396,2024-09-10,Reorder Point,406,385,2024-08-31,2024-09-10,10,6025.25,
REP_0030872,STORE_010,SKU_0417,2024-09-10,Reorder Point,48,46,2024-09-08,2024-09-10,2,225.86,
REP_0002134,STORE_001,SKU_0314,2024-09-11,Reorder Point,333,324,2024-09-03,2024-09-11,8,3567.24,
REP_0002641,STORE_001,SKU_0391,2024-09-11,Reorder Point,102,88,2024-09-02,2024-09-11,9,286.88,
REP_0002916,STORE_001,SKU_0427,2024-09-11,Reorder Point,623,613,2024-08-27,2024-09-11,15,2752.37,
REP_0008297,STORE_003,SKU_0164,2024-09-11,Reorder Point,72,63,2024-09-10,2024-09-11,1,842.94,
REP_0009054,STORE_003,SKU_0282,2024-09-11,Reorder Point,332,304,2024-09-03,2024-09-11,8,3994.56,
REP_0011929,STORE_004,SKU_0173,2024-09-11,Reorder Point,164,144,2024-09-07,2024-09-11,4,1090.08,
REP_0012290,STORE_004,SKU_0257,2024-09-11,Reorder Point,195,174,2024-09-02,2024-09-11,9,158.34,
REP_0013014,STORE_004,SKU_0337,2024-09-11,Reorder Point,149,142,2024-09-05,2024-09-11,6,1942.56,
REP_0013114,STORE_004,SKU_0349,2024-09-11,Reorder Point,196,184,2024-08-29,2024-09-11,13,2686.4,
REP_0013165,STORE_004,SKU_0371,2024-09-11,Reorder Point,158,147,2024-09-08,2024-09-11,3,4193.91,
REP_0013479,STORE_004,SKU_0447,2024-09-11,Reorder Point,178,177,2024-08-30,2024-09-11,12,2785.98,
REP_0014126,STORE_004,SKU_0558,2024-09-11,Reorder Point,418,408,2024-09-01,2024-09-11,10,2970.24,
REP_0015286,STORE_005,SKU_0181,2024-09-11,Reorder Point,115,98,2024-08-30,2024-09-11,12,582.12,
REP_0016503,STORE_005,SKU_0529,2024-09-11,Reorder Point,39,37,2024-09-09,2024-09-11,2,559.44,
REP_0016771,STORE_006,SKU_0024,2024-09-11,Reorder Point,228,195,2024-09-07,2024-09-11,4,4500.6,
REP_0017253,STORE_006,SKU_0078,2024-09-11,Reorder Point,78,69,2024-09-10,2024-09-11,1,1021.89,
REP_0017423,STORE_006,SKU_0088,2024-09-11,Reorder Point,185,181,2024-09-02,2024-09-11,9,3734.03,
REP_0018211,STORE_006,SKU_0214,2024-09-11,Reorder Point,56,54,2024-09-09,2024-09-11,2,31.86,
REP_0018499,STORE_006,SKU_0238,2024-09-11,Reorder Point,52,51,2024-09-10,2024-09-11,1,1111.8,
REP_0019220,STORE_006,SKU_0416,2024-09-11,Reorder Point,540,483,2024-08-29,2024-09-11,13,12075.0,
REP_0019595,STORE_006,SKU_0444,2024-09-11,Reorder Point,494,464,2024-09-08,2024-09-11,3,5284.96,
REP_0019933,STORE_006,SKU_0479,2024-09-11,Reorder Point,326,287,2024-09-05,2024-09-11,6,3446.87,
REP_0020362,STORE_006,SKU_0557,2024-09-11,Reorder Point,390,388,2024-09-05,2024-09-11,6,4287.4,
REP_0020569,STORE_007,SKU_0026,2024-09-11,Reorder Point,510,490,2024-09-04,2024-09-11,7,9765.7,
REP_0021138,STORE_007,SKU_0131,2024-09-11,Reorder Point,87,86,2024-09-10,2024-09-11,1,333.68,
REP_0021315,STORE_007,SKU_0144,2024-09-11,Reorder Point,642,556,2024-09-02,2024-09-11,9,9001.64,
REP_0022613,STORE_007,SKU_0327,2024-09-11,Reorder Point,214,213,2024-09-09,2024-09-11,2,896.73,
REP_0024341,STORE_008,SKU_0103,2024-09-11,Reorder Point,174,156,2024-08-31,2024-09-11,11,1722.24,
REP_0025754,STORE_008,SKU_0398,2024-09-11,Reorder Point,168,161,2024-08-31,2024-09-11,11,3987.97,
REP_0025789,STORE_008,SKU_0412,2024-09-11,Reorder Point,278,257,2024-08-30,2024-09-11,12,5692.55,
REP_0026265,STORE_008,SKU_0552,2024-09-11,Reorder Point,104,101,2024-09-08,2024-09-11,3,626.2,
REP_0026353,STORE_008,SKU_0553,2024-09-11,Reorder Point,41,38,2024-09-09,2024-09-11,2,973.56,
REP_0027225,STORE_009,SKU_0111,2024-09-11,Reorder Point,114,107,2024-09-09,2024-09-11,2,1639.24,
REP_0027668,STORE_009,SKU_0163,2024-09-11,Reorder Point,204,181,2024-09-07,2024-09-11,4,1433.52,
REP_0027737,STORE_009,SKU_0186,2024-09-11,Reorder Point,630,567,2024-09-10,2024-09-11,1,12116.79,
REP_0027974,STORE_009,SKU_0236,2024-09-11,Reorder Point,95,91,2024-09-08,2024-09-11,3,1389.57,
REP_0028362,STORE_009,SKU_0296,2024-09-11,Reorder Point,248,223,2024-09-05,2024-09-11,6,156.1,
REP_0028619,STORE_009,SKU_0348,2024-09-11,Reorder Point,192,169,2024-09-04,2024-09-11,7,1323.27,
REP_0028695,STORE_009,SKU_0381,2024-09-11,Reorder Point,522,476,2024-09-02,2024-09-11,9,7477.96,
REP_0029204,STORE_009,SKU_0523,2024-09-11,Reorder Point,94,91,2024-09-09,2024-09-11,2,559.65,
REP_0029890,STORE_010,SKU_0149,2024-09-11,Reorder Point,166,150,2024-09-01,2024-09-11,10,1117.5,
REP_0030347,STORE_010,SKU_0309,2024-09-11,Reorder Point,222,208,2024-08-28,2024-09-11,14,1064.96,
REP_0030483,STORE_010,SKU_0360,2024-09-11,Reorder Point,159,145,2024-08-28,2024-09-11,14,574.2,
REP_0031147,STORE_010,SKU_0482,2024-09-11,Reorder Point,140,132,2024-09-04,2024-09-11,7,2346.96,
REP_0000037,STORE_001,SKU_0027,2024-09-12,Reorder Point,194,184,2024-09-08,2024-09-12,4,4657.04,
REP_0000597,STORE_001,SKU_0069,2024-09-12,Reorder Point,269,236,2024-09-07,2024-09-12,5,1786.52,
REP_0001346,STORE_001,SKU_0215,2024-09-12,Reorder Point,148,129,2024-09-10,2024-09-12,2,2672.88,
REP_0001839,STORE_001,SKU_0283,2024-09-12,Reorder Point,188,173,2024-09-08,2024-09-12,4,2101.95,
REP_0002339,STORE_001,SKU_0363,2024-09-12,Reorder Point,102,95,2024-09-11,2024-09-12,1,817.0,
REP_0002681,STORE_001,SKU_0394,2024-09-12,Reorder Point,232,218,2024-09-03,2024-09-12,9,4713.16,
REP_0002763,STORE_001,SKU_0399,2024-09-12,Reorder Point,686,606,2024-09-05,2024-09-12,7,13150.2,
REP_0004110,STORE_002,SKU_0005,2024-09-12,Reorder Point,254,224,2024-09-10,2024-09-12,2,2849.28,
REP_0004321,STORE_002,SKU_0021,2024-09-12,Reorder Point,63,53,2024-09-11,2024-09-12,1,288.32,
REP_0005406,STORE_002,SKU_0167,2024-09-12,Reorder Point,56,54,2024-09-11,2024-09-12,1,731.16,
REP_0006552,STORE_002,SKU_0335,2024-09-12,Reorder Point,207,206,2024-09-07,2024-09-12,5,4255.96,
REP_0007532,STORE_002,SKU_0550,2024-09-12,Reorder Point,65,58,2024-09-08,2024-09-12,4,591.6,
REP_0007910,STORE_003,SKU_0037,2024-09-12,Reorder Point,114,109,2024-09-06,2024-09-12,6,1032.23,
REP_0008043,STORE_003,SKU_0110,2024-09-12,Reorder Point,42,40,2024-09-09,2024-09-12,3,887.6,
REP_0008589,STORE_003,SKU_0203,2024-09-12,Reorder Point,467,405,2024-08-30,2024-09-12,13,3515.4,
